,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-20-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Careers in Science: Maureen and Paul Walczak and Brendan Reilly (June 24, 2020 Webinar on video)"
3,Author:,"Walczak, Maureen"
4,,"Walczak, Paul"
5,,"Reilly, Brendan"
6,,"Carroll, Lindsay"
7,Publication Year :,2020
8,Publisher:,"Oregon Sea Grant; Published on YouTube July 31, 2020"
9,# Pages / Video Length:,48:47 minutes/sec
10,Publication Type:,"webinars, virtual meetings, conferences, seminars"
11,Program Report #:,ORESU-W-20-010
12,Grant/Contract #:,NA18OAR4170072
13,Project #:,A/E/C OED 2018-21
14,URL:,https://youtu.b​e/q7b8VG7APbM
15,Abstract:,"Hosted by Oregon Sea Grant, this webinar is for students in grades 6-12 who want to explore careers in marine science. These webinar features three presenters: Maureen Walczak, a professor in the College of Earth, Ocean, and Atmospheric Sciences (CEOAS). Paul Walczak, a coring technician in CEOAS. Brendan Reilly, a postdoctoral researcher at the Scripps Institution of Oceanography who earned a Ph.D. from CEOAS They talk about how they insert long tubes into the seafloor to collect sediment so they can understand what organisms were present thousands of  years ago and what the environmental and oceanic conditions were like back then. They also discuss plans for an expedition aboard the Oceanus research ship to collect sediment from the seafloor off the Pacific Northwest. Lindsay Carroll, who coordinates Oregon Sea Grant's marine education program, serves as a moderator on this webinar, which was recorded on June 24, 2020."
