,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-03-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Fisherman to Consumer Marketing: State and Local Regulations in Oregon
3,Author:,"Goblirsch, Ginny"
4,Publication Year :,2003
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-03-001
9,Grant/Contract #:,NOAA Sea Grant No. NA16RG1039
10,Project #:,A/ESG-4
11,Abstract:,"Some commercial fishermen consider selling directly from their boat, truck, or small roadside stand. Such a decision requires giving careful thought to potential problems: regulations and licenses, as well as transportation, cold storage, price monitoring, packaging sale location, and time away from fishing. This fact sheet lists the required forms, licenses, and fees in Oregon as of 2003."
