,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-98-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Coho Salmon: Life in the Watershed (revision)
3,Author:,Oregon Sea Grant
4,Editor :,Governor's Watershed Enhancement Board
5,,The Oregon Department of Environmental Quality
6,,Oregon Department of Fish and Wildlife
7,Publication Year :,1998
8,Publisher:,OSU Sea Grant Program
9,# Pages / Video Length:,6
10,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
11,Program Report #:,ORESU-G-98-001
12,Grant/Contract #:,NOAA Sea Grant No. NA36RG0451
13,Project #:,M/A-12
14,Notes:,This publication is a minor revision of ORESU-G-97-003 and from the Oregon Coastal Watershed Enhancement Project.
15,Abstract:,"This fact sheet fills a need expressed by many involved with coho restoration for a summary that describes the relationship between the life history of the fish and the coastal habitats they occupy. The fact sheet is appropriate for landowners and others who can make a difference with coho, as well as for outreach staff, including extension agents, field staff, and watershed volunteers."
