,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-82-021
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,STEROLS IN MOLLUSKS AND CRUSTACEA OF THE PACIFIC NORTHWEST
3,Author:,"GORDON, D T"
4,Publication Year :,1982
5,Source Citation:,"AMERICAN OIL CHEMISTS' SOCIETY. JOURNAL, 59(12):536-544, DECEMBER 1982"
6,# Pages / Video Length:,9
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-82-021
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/PD-32
11,Abstract:,STEROL;MOLLUSC;​CRUSTACEA
