,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-02-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Locating sites of the Pleistocene-​holocene transition on Oregon's southern Coast
3,Author:,"Hall, Roberta L."
4,,"Davis, Loren"
5,Publication Year :,2002
6,Source Citation:,"""Current Archaeological Happenings in Oregon,"" 27(3/4):7-11, Fall/Winter 2002."
7,# Pages / Video Length:,5
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-02-010
10,Project #:,R/CC-04
11,Abstract:,"This article describes the work of an archaeological research team that identified human occupation over 10,000 years ago at a site in coastal Oregon. Here they provide some background and details of the project that may intrigue historians, scientists, coastal tribal members, and persons interested in the coastal ecosystem."
