,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-009
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,ANALYSIS OF MULTIPLE OBJECTIVES IN OREGON COHO SALMON POLICY
3,Author:,"WALKER, K D"
4,,"RETTIG, R B"
5,,"HILBORN, R"
6,Publication Year :,1983
7,Source Citation:,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES, 40(05): 580-587, 1 983"
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-83-009
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/PD-41
13,Abstract:,FISHERIES;AQUAC​ULTURE;HATCHERY​;OREGON;SALMON
