,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-99-027
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Comments-​-​Fisheries policy research in developing countries: issues, priorities and needs"
3,Author:,"Hanna, Susan"
4,Publication Year :,1999
5,Source Citation:,"""Fisheries Policy Research in Developing Countries: Issues, Priorities and Needs,"" pp. 92-94, Mahfuzuddin Ahmed, et al. (eds.), 1999."
6,# Pages / Video Length:,3
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-99-027
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/FDF-06
