,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-018
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Genetic markers for detecting population structure of West Coast Chinook salmon
3,Author:,"Clemento, Anthony"
4,,"Johnson, Christina S."
5,Publication Year :,2011
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"Scientists have identified 117 new single nucleotide polymorphisms (SNPs) for detecting the genetic relatedness of Chinook salmon. The most basic genetic variation possible, a SNP (pronounced ?snip?) refers to a single difference in one base pair of a nucleotide. The major outcome of this project is the identification of an optimal panel of 96 SNPs that is capable of detecting both the parentage of hatchery-born Chinook and the origin (i.e., stock) of Chinook caught off California and Oregon."
