,MetadataField,Metadata
0,NSGL Document #:,ORESU-H-16-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The Action Toolkit: Building your Ocean Acidification Action Plan
3,Author:,"Forbes, Catherine Dayger"
4,Publication Year :,2016
5,# Pages / Video Length:,7
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,ORESU-H-16-004
8,Project #:,E/INT-1
9,Abstract:,The International Alliance to Combact Ocean Acidification developed this Ocean Acidification Toolkit. It contains both regulatory and non-regulatory actions and is meant to be a source of inspiration. It includes a listing of suggested actions that members might consider when crafting their own OA Action Plan.
