,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-89-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Anadromous Fish Law Memo (Issue 48 and 49, January and October 1989)"
3,Editor :,"Blumm, Michael"
4,,"Twitchell, Marlyn"
5,,"Brown, Steve"
6,Publication Year :,1989
7,Publisher:,Oregon State University Sea Grant College Program/Extensi​on
8,# Pages / Video Length:,43
9,Publication Type:,periodicals
10,Program Report #:,ORESU-N-89-001
11,Grant/Contract #:,NOAA Sea Grant
12,Notes:,Two newsletter issues in one entry for 1989
13,Abstract:,The Anadromous Fish Law Memo is an aperiodic publication of the Lewis and Clark Law School's Natural Resources Law Institute supported in part by the OSU Sea Grant Program. The following cover articles are in these issues: Issue 48: Native Fishing Rights and Environmental Protection in North America and New Zealand: A Comparative Analysis; Issue 49: Pluralism and the Environment: The Role of Comment Agencies in NEPA Litigation.
