,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-80-030
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"BROOKSTOCK MANAGEMENT OF ""CRASSOSTREA GIGAS"" I. GENETIC AND ENVIRONMENTAL VARIATION IN SURVIVAL IN THE LARVAL REARING SYSTEM II. BROODSTOCK CONDITIONING TO MAXIMIZE LARVAL SURVIVAL III. SELECTIVE BREEDING FOR IMPROVED LARVAL SURVIVAL IV. INBREEDING AND LARVAL SURVIVAL"
3,Author:,"LANNAN, JAMES E"
4,,"ROBINSON, ANJA"
5,,"BREESE, W P"
6,Publication Year :,1980
7,Source Citation:,"AQUACULTURE, 21( ):0323-0336, 0337-0345, 347-351, 353-356, 1980"
8,# Pages / Video Length:,13
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-80-030
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/AQ-19
13,Notes:,14
14,Abstract:,AQUACULTURE;BRO​ODSTOCK;MANAGEM​ENT;GENETIC;MOL​LUSC
