,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-011
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,COMPUTER MODELS OF DELTA GROWTH DUE TO SEDIMENT INPUT FROM RIVERS AND LONGSHORE TRANSPORT
3,Author:,"KOMAR, PAUL D"
4,Publication Year :,1973
5,Source Citation:,"GEOLOGICAL SOCIETY OF AMERICA. BULLETIN, 84(07):2217-​2226, JULY 1973"
6,# Pages / Video Length:,10
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​73-​011; NOAA-73082810
9,Grant/Contract #:,NOAA SEA GRANT
