,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-77-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Currents (Volume 4, Number 1 and Number 2, June and November 1977)"
3,Author:,"Wick, William Q. (Director)"
4,,"Hurd, Bronwyn (Assist. Dir. Comm)"
5,Editor :,"Hosek, Linda"
6,,"Himsworth, Dan"
7,Publication Year :,1977
8,Publisher:,Oregon State University Sea Grant Program
9,# Pages / Video Length:,12
10,Publication Type:,periodicals
11,Program Report #:,ORESU-N-77-002
12,Grant/Contract #:,NOAA Sea Grant
13,Notes:,Two newsletter issues in one entry for 1977.
14,Abstract:,"The following cover articles are in these two newsletter issues: Seafood builds bodies, not brains; Borers bore during drought. Other topics: Interview: Jan Wyatt, Sea Grant Advisory Council; Scientists fight fish diseases together; Breese scouts Chile. These issues each include an insert with a listing of Oregon Sea Grant funded publications available."
