,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-70-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"VERTICAL MIGRATION OF THE OCEAN SHRIMP, PANDALUS JORDANI: A FEEDING AND DISPERSAL MECHANISM"
3,Author:,"PEARCY, WILLIAM GORDON"
4,Publication Year :,1970
5,Source Citation:,"CALIFORNIA FISH AND GAME, 56(02):125-129, APR. 1970"
6,# Pages / Video Length:,5
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-70-001
9,Grant/Contract #:,"NOAA Sea Grant, NSF G# GB-1588"
10,,AEC C# AT(45-1)1750; AEC G# RLO 1750-52
