,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-80-010
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,EXPERIMENTS ON THE SETTLING BEHAVIOR OF IRREGULAR GRAINS IN A FLUID
3,Author:,"BABA, JUMPEI"
4,Publication Year :,1980
5,Publisher:,Oregon State University Sea Grant Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-80-010
9,Grant/Contract #:,NOAA SEA GRANT
10,Project #:,R/CP-11
11,Abstract:,SEDIMENT;SETTLI​NG. See digital for thesis abstract.
