,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-77-030
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,WAVE INDUCED INSTABILITY IN SEABEDS
3,Author:,"YAMAMOTO, TOKUO"
4,,"ASCE, A M"
5,Publication Year :,1977
6,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS COASTAL SEDIMENTS '77 PROCEEDINGS PP. 898-913 CHARLESTON, SOUTH CAROLINA NOV. 2-4, 1977"
7,# Pages / Video Length:,16
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,ORESU-R-77-030
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,WAVE-SEABED INTERACTION
