,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-79-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,EFFECT OF DIETARY OMEGA-3 AND OMEGA-6 FATTY ACIDS ON GROWTH AND FEED CONVERSION EFFICIENCY OF COHO SALMON (ONCORHYNCHUS KISUTCH)
3,Author:,"YU, TEH-CHU"
4,,"SINNHUBER, RUSSELL OTTO"
5,Publication Year :,1979
6,Source Citation:,"AQUACULTURE, 16( ):31-38, 1979"
7,# Pages / Video Length:,8
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-79-001
10,Grant/Contract #:,NOAA SEA GRANT
