,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-77-017
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"A PERICARDIAL TUMOR IN A NATIVE (OLYMPIA) OYSTER, ""OSTREA LURIDA"", FROM YAQUINA BAY, OREGON"
3,Author:,"MIX, MICHAEL CARY"
4,,"RILEY, RONALD T"
5,Publication Year :,1977
6,Source Citation:,"JOURNAL OF INVERTEBRATE PATHOLOGY, 30( ):104-107, 1977"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-77-017
10,Grant/Contract #:,NOAA SEA GRANT
