,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-18-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,OSU Environmental Leadership for Youth (ELY) Short Film - 2018
3,Author:,"Giannico, Guillermo"
4,Publication Year :,2018
5,Publisher:,Freshwaters Illustrated
6,# Pages / Video Length:,2:47 minutes
7,Publication Type:,videos
8,Program Report #:,ORESU-V-18-002
9,Project #:,A/E/C OED 2018-21
10,Notes:,Meyer Memorial Trust
11,URL:,https://vimeo.c​om/288642646
12,Abstract:,"Every summer the Oregon State University Environmental Leadership for Youth (ELY) program invites a diversity of students from 8th to 12th grades in the Willamette Valley to be inspired by natural areas, watershed science and community engagement. This video is about the students and this program."
