,MetadataField,Metadata
0,NSGL Document #:,ORESU-L-81-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Publications received Oregon State University Sea Grant College Program (Volume 9, No. 3, November 1981)"
3,Publication Year :,1981
4,Publisher:,Oregon State University Sea Grant College Program
5,# Pages / Video Length:,12
6,Publication Type:,directories/bib​liographies/ind​exes
7,Program Report #:,ORESU-L-81-001
8,Grant/Contract #:,NOAA SEA GRANT
9,Abstract:,"A subject listing of Sea Grant funded publications from various Sea Grant Programs as of November 1981. On page 11, there is a fact sheet included in this report entitled: ""What is a Sea Grant?"""
