,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-05-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Oregon Sea Grant 2005 program perspective: research, outreach, education, program highlights (DVD)"
3,Author:,Oregon Sea Grant
4,Publication Year :,2005
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,xx minutes
7,Publication Type:,videos
8,Program Report #:,ORESU-V-05-002
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,M/A-20
11,Abstract:,"This DVD provides highlights of the research, outreach, and education activities of the Oregon Sea Grant program in 2005.The video segments were produced for different audiences and in different styles, so not only will the viewer sample the range of Oregon Sea Grant activities, he or she will also sample a range of storytelling approaches that addressed different needs. For example, some video excerpts are parts of specific series, such as ""Oregon Brief."" Other videos were produced for special occasions, such as for the OSU football stadium or for the 2005 national Program Assessment Team review of Oregon Sea Grant"
