,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-93-043
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Incidental take and commercial fisheries: legislative and regulatory interaction
3,Author:,"Jarman, M. C."
4,,"Hildreth, R. G."
5,Publication Year :,1993
6,Source Citation:,"""Ocean Governance Issues and Challenges, Ocean Governance Study Group,"" pp. 57-59, David D. Caron et al., eds., Berkeley, California, January 10-13, 1993."
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-93-043
10,Project #:,R/PPA-38
11,Abstract:,****NO ABSTRACT****
