,MetadataField,Metadata
0,NSGL Document #:,ORESU-W-14-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Coastal Resilience Workshop Report: A summary of the workshop exploring coastal community resilience in Oregon
3,Author:,"Kelly, Miriah"
4,Editor :,"Cooper, Rick"
5,Publication Year :,2015
6,Source Citation:,"Workshop held December 11, 2014, Corvallis, Oregon"
7,Publisher:,Oregon Sea Grant
8,# Pages / Video Length:,19
9,Publication Type:,conference/work​shop proceedings
10,Program Report #:,ORESU-W-14-002
11,Project #:,M/A-21
12,Abstract:,"This publication is a summary of the workshop Exploring Coastal Community Resilience in Oregon, hosted by Oregon Sea Grant on December 11, 2014, in Corvallis, Oregon. The event was held to develop a common understanding of the interests of academic researchers and coastal practitioners in Oregon regarding coastal resilience, and to identify their needs in addressing coastal resilience issues. The event also offered the opportunity for researchers and coastal practitioners to become acquainted and begin building relationships in support of addressing coastal resilience issues in Oregon."
