,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-83-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marine Mammal Information (May and December 1983)
3,Editor :,"Mate, Bruce R."
4,Publication Year :,1983
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,47
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-83-004
9,Grant/Contract #:,NOAA Sea Grant No. NA 79AA-D-00106
10,Notes:,Two newsletter issues in one entry for 1983. The December 1983 issue was published March 1984.
11,Abstract:,The purpose of this newsletter is to communicate timely research results among marine mammalogists worldwide and to stimulate collaborative and comparative research efforts. Each issue will carry a feature on an important research aspect of marine mammals.
