,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-72-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,CONTINENTAL SHELF SEDIMENTS OFF OREGON
3,Author:,"Byrne, John V."
4,,"Panshin, Daniel A."
5,Publication Year :,1972
6,Publisher:,Oregon State University Sea Grant Extension MAP
7,# Pages / Video Length:,4
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,ORESU-​G-​72-​006; SG Number 8
10,Grant/Contract #:,NOAA Sea Grant
11,Notes:,SERIES: COMMERCIAL FISHING PUBLICATION.
12,Abstract:,The economic potential of the continental shelf lies in the exploitation of its fisheries and of its mineral wealth. The purpose of this publication is to provide information concerning the surface of the continental shelf-its shape and what the bottom is made of.
