,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-84-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marine Mammal Information (Summer and Winter 1984)
3,Editor :,"Mate, Bruce R."
4,Publication Year :,1984
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,71
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-84-004
9,Grant/Contract #:,NOAA Sea Grant No. NA81AA-D-00086
10,Notes:,Two newsletter issues in one entry for 1984.
11,Abstract:,The purpose of this newsletter is to communicate timely research results among marine mammalogists worldwide and to stimulate collaborative and comparative research efforts. Each issue will carry a feature on an important research aspect of marine mammals.
