,MetadataField,Metadata
0,NSGL Document #:,ORESU-Q-98-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Oregon Sea Grant Program Guide 1998-2001
3,Author:,"Malouf, Robert (Director)"
4,Publication Year :,1998
5,Publisher:,OSU Oregon Sea Grant
6,# Pages / Video Length:,32
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,ORESU-Q-98-001
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,M/A-12
11,Abstract:,"Oregon Sea Grant supports research and conducts education, communication, and outreach programs that contribute to the rational use and conservation of marine and coastal resources. Begun in 1968, Oregon Sea Grant was one of the first—and is now the third largest—of a national network of30 such university-​based, state and federal partnerships. This directory of Oregon Sea Grant funded projects is for 1998-2001."
