,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-79-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"EFFECT OF STEROID HORMONES ON THE GROWTH OF JUVENILE COHO SALMON (""ONCORHYNCHUS KISUTCH"")"
3,Author:,"YU, TEH-CHU"
4,,"SINNHUBER, R O"
5,,"HENDRICKS, JERRY D"
6,Publication Year :,1979
7,Source Citation:,"AQUACULTURE, 16( ):351-359, 1979"
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-79-004
11,Grant/Contract #:,NOAA SEA GRANT
12,Abstract:,AQUACULTURE
