,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-03-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Watersheds and salmon collection (DVD)
3,Author:,Oregon Sea Grant
4,Publication Year :,2003
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,60 minutes
7,Publication Type:,videos
8,Program Report #:,ORESU-C-03-001 / ORESU-V-03-001
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,M/A-20
11,Abstract:,"Four short programs of videos on one DVD provide several perspectives on the contemporary salmon crisis in the Pacific northwest and on efforts to restore their populations. The topics are: life cycle, an interview with former Oregon Governor Kitzhaber, history and restoration efforts and citizens' viewpoints."
