,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-032
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,TRIGLYCERIDE FATTY ACIDS OF SELECTED HIGHER MARINE FUNGI
3,Author:,"BLOCK, JOHN HARVEY"
4,,"CATALFOMO, PHILIP"
5,,"CONSTANTINE, GEORGE HARMON JR"
6,,"KIRK, PAUL WHEELER JR"
7,Publication Year :,1973
8,Source Citation:,"MYCOLOGIA, 65(02):488-491, MARCH-APRIL 1973"
9,# Pages / Video Length:,4
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,ORESU-​R-​73-​032; NOAA-73062904
12,Grant/Contract #:,NOAA SEA GRANT
