,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-75-012
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,AN ANTIGENIC COMPARISON OF THREE STRAINS OF INFECTIOUS PANCREATIC NECROSIS VIRUS OF SALMONID FISHES
3,Author:,"MC MICHAEL, JOHN S"
4,,"FRYER, JOHN LOUIS"
5,,"PILCHER, K STEPHEN"
6,Publication Year :,1975
7,Source Citation:,"AQUACULTURE, 6( ):203-210, 1975"
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-​R-​75-​012; NOAA-75123001
11,Grant/Contract #:,NOAA SEA GRANT
