,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-07-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Tsunami awareness for fishermen and mariners
3,Author:,"Corcoran, Patrick"
4,,"Hildenbrand, Kaety"
5,Publication Year :,2007
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-07-004
9,Project #:,A/CNH-04-CSI
10,Abstract:,"It is estimated that there is a one-in-five probability that a large earthquake will occur off the Oregon coast within the next 50 years. Such an earthquake could cause a devastating tsunami. Fishermen and other mariners have special concerns when preparing for earthquakes and tsunamis. Sometimes valuable boats can be moved to a safer area upriver or at sea, but at other times it can be extremely dangerous being anywhere near your vessel. The key to knowing what to do in your particular situation is to understand the two different kinds of tsunamis: (1) those generated by distant earthquakes and (2) those generated by a large local earthquake. ""Tsunami Awareness for Fishermen and Mariners"" describes what happens when a distant or local earthquake strikes, and tells you what to do in case of a tsunami, whether you're on a boat, in port, or at home. It also makes recommendations for a family communication plan, in the event that you become separated from family members during a tsunami."
