,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-80-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Flotsam, Jetsam and Wrack on Oregon Beaches"
3,Author:,"Giles, Donald E."
4,Publication Year :,1980
5,Publisher:,Oregon State University Extension Marine Advisory Program
6,# Pages / Video Length:,8
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,SG 58; OREXT-G-80-002
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"""Flotsam,"" ""jetsam,"" and ""wrack"" are words with romance about them, meaning more or less the same thing-items washed onto the ocean beach from the open sea. Discussed are: plastic discs, oil, drift bottles, brain coral, Velella velella (jellyfishes), skate egg cases, rock scallop, cellophane tube worms, bull kelp and sea palm, foam, and lingcod eggs."
