,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-77-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,GROIN LENGTH AND THE GENERATION OF EDGE WAVES
3,Author:,"GAUGHAN, MICHAEL KENNETH"
4,,"KOMAR, PAUL D"
5,Publication Year :,1977
6,Source Citation:,"COASTAL ENGINEERING CONFERENCE 15TH PROCEEDINGS AMERICAN SOCIETY OF CI VIL ENGINEERS CHAPTER 86, PP. 1459-1476, HONOLULU, HAWAII, JULY 11-17, 1976"
7,# Pages / Video Length:,18
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,ORESU-R-77-015
10,Grant/Contract #:,NOAA SEA GRANT
