,MetadataField,Metadata
0,NSGL Document #:,ORESU-L-77-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Oregon Sea Grant Project Directory 1977-1978
3,Author:,"Wick, William Q. (Director)"
4,Publication Year :,1977
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,10
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,ORESU-L-77-003
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,This booklet provides brief descriptions of all of the Oregon State University Sea Grant activities for 1977-1978.
