,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-84-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,DIEL VARIATIONS IN THE FEEDING HABITS OF PACIFIC SALMON CAUGHT IN GILL NETS DURING A 24-HOUR PERIOD IN THE GULF OF ALASKA
3,Author:,"PEARCY, W"
4,,"NISHIYAMA, T"
5,,"FUJIL, T"
6,,"MASUDA, K"
7,Publication Year :,1984
8,Source Citation:,"FISHERY BULLETIN, 82(02):0391-​0399, 1984"
9,# Pages / Video Length:,9
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,ORESU-R-84-002
12,Grant/Contract #:,NOAA SEA GRANT
13,Project #:,R/OPF-17
14,Abstract:,BEHAVIOR
