,MetadataField,Metadata
0,NSGL Document #:,ORESU-T-83-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,A SPATIAL PROGRAMMING MODEL TRANSIT TIME: SIMULATION STUDY OF DRY PEA EXPORT SHIPMENTS FROM THE PACIFIC NORTHWEST
3,Author:,"BELCHER, GARY L"
4,,"JONES, JAMES R"
5,,"LINDEBORG, KARL H"
6,Publication Year :,1983
7,Publisher:,OSU Sea Grant College Program
8,# Pages / Video Length:,20
9,Publication Type:,technical reports/surveys​/patents
10,Program Report #:,ORESU-T-83-001
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/UI-4
13,Abstract:,EXPORTING;TRANS​PORTATION;COMPU​TER;MODEL
