,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-01-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Gray Whales
3,Author:,"Mate, Bruce R."
4,,"Folkens, Pieter Arend (Illust.)"
5,Publication Year :,2001
6,Publisher:,Oregon State University Sea Grant
7,# Pages / Video Length:,4
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,ORESU-G-01-003
10,Grant/Contract #:,NOAA Sea Grant No. NA76RG0476
11,Project #:,A/ESG-4
12,Abstract:,"Gray whale facts include information such as they can reach 45 feet and weigh 35 tons. They eat small marine plants and animals. Their only natural predators are killer whales and large sharks. And they are the most common large whale seen off the west coast of North America. More information on gray whales can be found in this brochure, which describes the whales' feeding, breeding, calving, and migration."
