,MetadataField,Metadata
0,NSGL Document #:,ORESU-X2-80-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"YIELD AND QUALITY OF MEAT FROM SHRIMP (""PANDALUS JORDANI"") PRECOOKED IN WATER CONTAINING CONDENSED PHOSPHATES"
3,Author:,"SAN, ROMAN MARIA TERESA"
4,Publication Year :,1980
5,Publisher:,OSU Sea Grant Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X2-80-003
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,SEAFOOD PROCESSING. See digital for abstract.
