,MetadataField,Metadata
0,NSGL Document #:,ORESU-H-16-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Common Seafood Direct from Oregon Fishermen
3,Author:,"Jacobson, Kaety"
4,Publication Year :,2016
5,# Pages / Video Length:,2
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,ORESU-H-16-003
8,Project #:,A/ESG-07
9,Abstract:,"This two-page fact sheet provides illustrations, descriptions, nutrition info, and preparation ideas for several varieties of seafood coastal visitors can purchase directly from Oregon fishermen."
