,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,ELECTROPHORESIS OF FISH MYOFIBRILLAR PROTEINS WITH SODIUM-DODECYL SULFATE-​POLYACRYLAMIDE GEL
3,Author:,"CHILDS, ERNEST A"
4,Publication Year :,1973
5,Source Citation:,"FISHERIES RESEARCH BOARD OF CANADA. JOURNAL, 30(05):706-707, MAY 1973"
6,# Pages / Video Length:,2
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​73-​004; NOAA-73070902
9,Grant/Contract #:,NOAA SEA GRANT
