,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-12-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Mapping the visitor center [Hatfield Marine Science Center (YouTube video)
3,Author:,"Reeves, McKenzie"
4,Publication Year :,2012
5,# Pages / Video Length:,2 minutes
6,Publication Type:,videos
7,Program Report #:,ORESU-V-12-013
8,Project #:,A/ESG-07
9,URL:,http://www.yout​ube.com/watch?v​=CC7hp03-​bqc&list=UUkM5r​gmnig1CYOhXh6cJ​AXA
10,Abstract:,"McKenzie Reeves, marine educator at the Hatfield Marine Science Center in Newport, Oregon, describes the process of determining placement of the research observation systems for Oregon Sea Grant's Free-Choice Learning Laboratory."
