,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-78-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The Solubility of Aroclor 1254 in Seawater
3,Author:,"WIESE, C S"
4,,"GRIFFIN, D A"
5,Publication Year :,1978
6,Source Citation:,"Bulletin of Environmental Contamination and Toxicology, 19: 403-411, January 1978"
7,Publisher:,Springer
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-78-003
11,Grant/Contract #:,NOAA SEA GRANT
12,Abstract:,POLLUTION;POLYC​HLORINATED BIPHENYL (PCB)
