,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-026
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"LARVAL DEVELOPMENT OF PACIFIC TOMCOD, ""MICROGADUS PROXIMUS"", IN THE NORTHEAST PACIFIC OCEAN WITH COMPARATIVE NOTES ON LARVAE OF WALLEYE POLLOCK, ""THERAGRA CHALCOGRAMMA"", AND PACIFIC COD, ""GADUS MACROCEPHALUS"" (GADIDAE)"
3,Author:,"MATARESE, ANN C"
4,,"RICHARDSON, SALLY L"
5,,"DUNN, JEAN R"
6,Publication Year :,1981
7,Source Citation:,"FISHERY BULLETIN, 78(04):923-940, 1981"
8,# Pages / Video Length:,18
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-81-026
11,Grant/Contract #:,NOAA SEA GRANT
12,Project #:,R/BR-6
13,Abstract:,COD;POLLOCK;LAR​VAE;IDENTIFICAT​ION;DEVELOPMENT​
