,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,STOCHASTIC RESPONSE OF PROTOTYPE OFFSHORE STRUCTURE
3,Author:,"GRECCO, MICHAEL G"
4,,"HUDSPETH, ROBERT T"
5,Publication Year :,1983
6,Source Citation:,"JOURNAL OF STRUCTURAL ENGINEERING, 109(05):1119-​1138, 1983"
7,# Pages / Video Length:,20
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-83-006
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/CE-11
12,Abstract:,OCEAN ENGINEERING;WAV​E;OFFSHORE STRUCTURE
