,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-04-025
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Optical rotation measurements in food industry processes
3,Author:,"Lopez, Daniel"
4,,"Mendoza-​Sanchez, Patricia"
5,,"Torres, Antonio"
6,,"Ramos, Gonzalo"
7,,"Pless, Reynaldo C."
8,,"Huerta-Ruelas, Jorge"
9,,"Siurob, Jose"
10,Publication Year :,2004
11,Source Citation:,"""Simposio De Metrologia,"" October 25-27, 2004."
12,# Pages / Video Length:,4
13,Publication Type:,reprints (peer-reviewed)
14,Program Report #:,ORESU-R-04-025
15,Project #:,R/SF-29
16,Abstract:,"An optical system was developed using commercial low-cost optical components to monitor food processes by measuring changes in optical rotation (OR) of chiral compounds. The OR signal as a function of processing time and the sample temperature were collected and recorded using a computer data acquisition system. Sucrose (1 g/100 ml solution) and distilled water were used to calibrate the instrument. Sucrose solutions (0.01 to 30 g/100 ml solution) were used to determine its sensitivity, linearity and stability. The instrument was validated by monitoring the hydrolysis of sucrose. System has been tested during a fermentation and sugar-protein interaction as a function of temperature."
