,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-99-025
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Property rights and marine ecosystems
3,Author:,"Hanna, Susan"
4,Publication Year :,1999
5,Source Citation:,""" Norway/UN Conference on the Ecosystem Approach for Sustainable Use of Biological Diversity,"" proceedings, Peter Schei, Odd T. Sandlund, Rita Strand (eds.), pp. 116- 122, Trondheim, Norway, September 6-10, 1999."
6,# Pages / Video Length:,7
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-R-99-025
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/OPF-48
