,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-96-030
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Property rights, people and the environment"
3,Author:,"Hanna, Susan"
4,Publication Year :,1996
5,Source Citation:,"""Getting Down to Earth: Practical Applications of Ecological Economics,"", pp. 381-393, 1996."
6,Publisher:,Island Press
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-96-030
10,Grant/Contract #:,NOAA Sea Grant
11,Project #:,R/OPF-48
