,MetadataField,Metadata
0,NSGL Document #:,ORESU-X2-81-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"ABUNDANCE, MOVEMENTS AND FEEDING HABITS OF THE HARBOR SEAL, PHOCA VITULINA, AT NETARTS BAY, OREGON"
3,Author:,"BROWN, ROBIN FRANKLIN"
4,Publication Year :,1981
5,Publisher:,Oregon State University (OSU) Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X2-81-003
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,See digital
