,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-75-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"EFFECT OF DIETARY LINOLENIC AND LINOLEIC ACIDS UPON GROWTH AND LIPID METABOLISM OF RAINBOW TROUT (""SALMO GAIRDNERI"")"
3,Author:,"YU, TEH CHU"
4,,"SINNHUBER, RUSSELL OTTO"
5,Publication Year :,1975
6,Source Citation:,"LIPIDS, 10(02):63-66, 1975"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​75-​002; NOAA-75062402; OSU AES TP# 3854
10,Grant/Contract #:,NOAA SEA GRANT
