,MetadataField,Metadata
0,NSGL Document #:,OREXT-N-91-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Ocean and Coastal Law Memo (Issue 37, February 1991)"
3,Editor :,"Hildreth, Richard G."
4,Publication Year :,1991
5,Publisher:,Oregon State University Extension/Sea Grant Program
6,# Pages / Video Length:,10
7,Publication Type:,periodicals
8,Program Report #:,OREXT-N-91-003
9,Grant/Contract #:,NOAA Sea Grant
10,Notes:,One issue of this newsletter received for 1991.
11,Abstract:,"Ocean and Coastal Law Memo is an aperiodic publication of the University of Oregon Ocean and Coastal Law Center (OCLC) and is distributed by the Oregon State University Extension/Sea Grant Program. The main topic in this issue is: Recent Developments in Ocean and Coastal Law, 1990, J. Kellerman."
