,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-83-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"FOOD HABITS, DIETARY OVERLAP AND GASTRIC EVACUATION RATES OF ROCKFISHES (""GENUS SEBASTES"")"
3,Author:,"BRODEUR, RICHARD DAVID"
4,Publication Year :,1983
5,Publisher:,Oregon State University (OSU)
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-83-014
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,ROCKFISH;DIET;F​EEDING BEHAVIOR. See digital for abstract.
