,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-11-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Fish sedation part 1: aquatic animal health training (online video)
3,Author:,"Miller-Morgan, Tim"
4,Publication Year :,2011
5,# Pages / Video Length:,5 minutes
6,Publication Type:,videos
7,Program Report #:,ORESU-V-11-004
8,Project #:,A/ESG-07
9,URL:,http://www.yout​ube.com/watch?v​=8gGDSQMLjc0&fe​ature=plcp&cont​ext=C4892761VDv​jVQa1PpcFPQdj_8​JHO0wP4_hF5shXP​NvCMX5E3jdMw%3D​
10,Abstract:,"Dr. Tim Miller-Morgan, Oregon Sea Grant Extension Aquatic Animal Health Program, shows how to sedate fish for care and inspection."
