,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-80-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,A FIELD INVESTIGATION OF THE RELATIONSHIP BETWEEN OSCILLATION RIPPLE SPACING AND THE NEAR-BOTTOM WATER ORBITAL MOTIONS
3,Author:,"MILLER, MARTIN C"
4,,"KOMAR, PAUL D"
5,Publication Year :,1980
6,Source Citation:,"JOURNAL OF SEDIMENTARY PETROLOGY, 50(01):183-191, 1980"
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-80-006
10,Grant/Contract #:,NOAA SEA GRANT
