,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-76-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,FORCES ON MANY CYLINDERS NEAR A PLANE BOUNDARY
3,Author:,"YAMAMOTO, TOKUO"
4,,"NATH, JOHN H"
5,Publication Year :,1976
6,Source Citation:,"PRESENTED AT: AMERICAN SOCIETY OF CIVIL ENGINEERS WATER RESOURCES AND OCEAN ENGINEERING 1976 ANNUAL MEETING, SAN DIEGO, CALIFORNIA, APRIL 5-8, 1976"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-​R-​76-​003; ASCE PRP# 2633; NOAA-76062202
9,Grant/Contract #:,NOAA SEA GRANT
