,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-71-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,INTERACTION BETWEEN PARALYTIC SHELLFISH POISON AND MELANIN OBTAINED FROM BUTTER CLAM (SAXIDOMUS GIGANTEUS) AND SYNTHETIC MELANIN
3,Author:,"PRICE, R J"
4,,"LEE, JONG SUN"
5,Publication Year :,1971
6,Source Citation:,"FISHERIES RESEARCH BOARD OF CANADA. JOURNAL, 28(11):1789-​1792, NOV. 1971"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​71-​008; OSU AES TP# 3103
10,Grant/Contract #:,NOAA SEA GRANT
