,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-15-01L
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Oregon Coast STEM Hub e-Blast (December 2015)
3,Author:,"Goodwin, Cait"
4,Publication Year :,2015
5,Publication Type:,periodicals
6,Program Report #:,ORESU-N-15-01L
7,Project #:,A/ESG-07
8,URL:,http://us11.cam​paign-​archive2.com/?u​=60d11f0e6332f8​61877868f9d&id=​2915ed3182&e=d8​06b31812
9,Abstract:,"Oregon Coast STEM Hub December 2015 e-newsletter provides info about the latest professional development, funding sources, and available student scholarships & internships."
