,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-76-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,HYDRODYNAMIC FORCES ON MULTIPLE CIRCULAR CYLINDERS
3,Author:,"YAMAMOTO, TOKUO"
4,Publication Year :,1976
5,Source Citation:,"AMERICAN SOCIETY OF CIVIL ENGINEERS. HYDRAULICS DIVISION. JOURNAL, 102(H Y9):1193-1210, SEPT. 1976"
6,# Pages / Video Length:,18
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​76-​015; ASCE PP# 12395; NOAA-76120103
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,BRIDGES (PIERS);COEFFIC​IENTS;DESIGN;EA​RTHQUAKES;FLUID​ FLOW;M
