,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"WHAT SEAFOOD PROCESSORS SHOULD KNOW ABOUT ""VIBRIO PARAHAEMOLYTICU​S"""
3,Author:,"LEE, JONG SUN"
4,Publication Year :,1973
5,Source Citation:,"JOURNAL OF MILK AND FOOD TECHNOLOGY, 36(08):405-408, AUG. 1973"
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-​R-​73-​015; OSU AES TP# 3549; NOAA-73100304
9,Grant/Contract #:,NOAA SEA GRANT
