,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-71-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"EFFECT OF THE SALMON POISONING TREMATODE, NANOPHYETUS SALMINCOLA, ON THE SWIMMING ABILITY OF JUVENILE SALMONID FISHES"
3,Author:,"BUTLER, JERRY A"
4,,"MILLEMANN, RAYMOND EAGAN"
5,Publication Year :,1971
6,Source Citation:,"JOURNAL OF PARASITOLOGY, 57(04):860-865, AUG. 1971"
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-​R-​71-​003; OSU TP# 3026
10,Grant/Contract #:,NOAA SEA GRANT
11,,PHS G# 5RO1AI06599
12,Notes:,PART OF DOCTORAL RESEARCH DONE BY PRINCIPAL AUTHOR
13,Abstract:,PART OF DISSERTATION
