,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-040
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,THE FISHERY IN A FLUCTUATING ENVIRONMENT: COEXISTENCE OF SPECIALIST AND GENERALIST FISHING VESSELS IN A MULTIPURPOSE FLEET
3,Author:,"MC KELVEY, ROBERT"
4,Publication Year :,1983
5,Source Citation:,"JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT, 10( ):287- 309, 19 83"
6,# Pages / Video Length:,23
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-83-040
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/PPA-18
11,Abstract:,FISHERY MANAGEMENT;FISH​ING VESSEL
