,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-75-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Ocean Law Memo (Volume 2, No. 1 and No. 2, March 15 and June 20, 1975)"
3,Editor :,"Jacobson, Jon L."
4,Publication Year :,1975
5,Publisher:,"Oregon State University Sea Grant Program, Ocean Resources Law Program"
6,# Pages / Video Length:,6
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-75-003
9,Grant/Contract #:,NOAA Sea Grant
10,Notes:,Two newsletter issues in one entry for 1975.
11,Abstract:,"The Ocean Law Memo is an advisory service of the Ocean Resources Law Program (ORLP) at the University of Oregon Law School in Eugene, Oregon. The ORLP is a part of the Department of Commerce, National Oceanic and Atmospheric Administration'​s (NOAA) Sea Grant Program, which provides the funding for this service. The following topics are in these issues: The Third Law of the Sea Conference: A Pessimistic Preview of the Upcoming Geneva Session; The Geneva Los Session and Fisheries Management."
