,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-72-016
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,VIBRATIONS IN MOORING LINES FROM OCEAN WAVES
3,Author:,"NATH, JOHN N"
4,Publication Year :,1972
5,Source Citation:,"PRESENTED AT: SYMPOSIUM ON FLOW-INDUCED STRUCTURAL VIBRATIONS INTERNATIONAL UNION OF THEORETICAL AND APPLIED MECHANICS AND THE INTERNATIONAL ASSOCIATION FOR HYDRAULIC RESEARCH, SECTION ON FUNDAMENTALS, KARLSRUHE, GERMANY, AUGUST 14-16, 1972"
6,Publication Type:,reprints (not peer-reviewed)
7,Program Report #:,ORESU-​R-​72-​016; SFISV P# F 2
8,Grant/Contract #:,NOAA SEA GRANT
9,Notes:,SUMMARY IN ENGLISH AND FRENCH
