,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-86-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Chemoreception in coho salmon (""Oncorhynchus kisutch""): aspects of behavior, physiology, and toxicology"
3,Author:,"Rehnberg, Bradley Glenn"
4,Publication Year :,1986
5,Publisher:,OSU Sea Grant College Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-86-002
9,Grant/Contract #:,NOAA Sea Grant
10,Project #:,R/AQ-38
11,Abstract:,see digital for thesis abstract
